SETTIME CINAGLIO MOMBARONE;S00430;Piemonte;3;A;44.966229;8.128853
SERRAVALLE D`ASTI;S00431;Piemonte;3;A;44.948019;8.14808
S.ANNA ROBELLA;S00434;Piemonte;3;A;45.074464;8.08568
THURIO;S11869;Calabria;17;A;39.69651;16.474098
REGGIO DI CALABRIA S.GREGORIO;S11868;Calabria;17;A;38.061274;15.652053
MELITO DI PORTO SALVO;S11863;Calabria;17;Melito P.S.;37.916732;15.780816
MARINA DI SAN LORENZO;S11862;Calabria;17;A;37.919844;15.826365
CONDOFURI;S11861;Calabria;17;A;37.92761;15.874952
BOVA MARINA;S11860;Calabria;17;A;37.930269;15.923897
REGGIO DI CALABRIA PELLARO;S11867;Calabria;17;R.C. Pellaro;38.02561;15.650064
SANTERAMO;S11310;Puglia;16;A;40.8026;16.76403
MOTTA SAN GIOVANNI LAZZARO;S11865;Calabria;17;A;37.976978;15.659977
SALINE DI REGGIO;S11864;Calabria;17;A;37.938677;15.710664
SETTE BAGNI;S08216;Lazio;5;Settebagni;42.006438;12.520156
ROMA TIBURTINA;S08217;Lazio;5;A;41.910903;12.530749
FARA SABINA;S08214;Lazio;5;Fara Sabina;42.155546;12.648323
MONTEROTONDO;S08215;Lazio;5;A;42.06409;12.595753
STIMIGLIANO;S08212;Lazio;5;A;42.289811;12.568632
POGGIO MIRTETO;S08213;Lazio;5;A;42.242187;12.633043
GALLESE IN TEVERINA;S08210;Lazio;5;A;42.380901;12.439732
CIVITA CASTELLANA;S08211;Lazio;5;A;42.346593;12.453821
ROMA S.LORENZO;S08218;Lazio;5;A;41.893476;12.522057
MILETO;S11790;Calabria;17;A;38.577082;16.060041
SAMPIERI;S12419;Sicilia;14;A;36.73188;14.744577
SCICLI;S12418;Sicilia;14;A;36.789939;14.698759
MONTANARO;S00160;Piemonte;3;A;45.232674;7.858331
SAINT PIERRE;S00161;Valle d'Aosta;4;A;45.708146;7.229338
DERBY;S00162;Valle d'Aosta;4;A;45.730289;7.087018
GRUMO APPULA;S11502;Puglia;16;A;41.01199;16.718777
COMISO;S12411;Sicilia;14;A;36.947184;14.60037
AULLA LUNIGIANA;S06013;Toscana;13;A;44.210555;9.970015
NAPOLI PIAZZA GARIBALDI;S09109;Campania;18;A;40.852326;14.275159
PIAZZA CAVOUR;S09108;Campania;18;A;40.855248;14.255175
VITTORIA;S12410;Sicilia;14;A;36.958721;14.52499
POZZUOLI SOLFATARA;S09101;Campania;18;A;40.827586;14.126163
GIUGLIANO QUALIANO;S09100;Campania;18;A;40.935018;14.10378
NAPOLI CAMPI FLEGREI;S09103;Campania;18;A;40.822462;14.194649
BAGNOLI AGNANO TERME;S09102;Campania;18;A;40.819444;14.166694
NAPOLI MERGELLINA;S09105;Campania;18;A;40.831531;14.218662
NAPOLI PIAZZA LEOPARDI;S09104;Campania;18;A;40.82397;14.199117
NAPOLI MONTESANTO;S09107;Campania;18;A;40.847807;14.244022
CARDILLO ZEN;S12140;Sicilia;14;A;38.17495;13.296897
MONTALLESE;S06856;Toscana;13;Montallese;43.064888;11.90928
SERRE DI RAPOLANO;S06857;Toscana;13;A;43.284347;11.558209
CASSANO ALL`IONIO;S11900;Calabria;17;A;39.726326;16.35218
SPEZZANO ALBANESE TERME;S11901;Calabria;17;A;39.707307;16.287599
RANDAZZO;S12365;Sicilia;14;A;37.873782;14.950406
ISOLA LIRI;S08858;Lazio;5;A;41.681712;13.581088
TARSIA;S11903;Calabria;17;A;39.653552;16.24293
GOLE DI ALCANTARA;S12366;Sicilia;14;A;37.878403;15.176039
FRANCAVILLA;S12361;Sicilia;14;A;37.899892;15.132812
MOTTA CAMASTRA;S12360;Sicilia;14;A;37.890651;15.163764
LEVANTO;S04731;Liguria;2;A;44.174167;9.616018
BONASSOLA;S04730;Liguria;2;A;44.184867;9.582673
VERNAZZA;S04733;Liguria;2;A;44.134963;9.684804
MONTEROSSO;S04732;Liguria;2;A;44.145967;9.649009
MANAROLA;S04735;Liguria;2;A;44.109904;9.727401
CORNIGLIA;S04734;Liguria;2;A;44.119938;9.711051
RIOMAGGIORE;S04736;Liguria;2;A;44.105203;9.729105
CASTIGLIONE DI SICILIA;S12362;Sicilia;14;A;37.88674;15.097013
ATENA;S09904;Campania;18;A;40.456676;15.536094
TUTURANO;S11140;Puglia;16;A;40.550726;17.979016
S. PIETRO VERNOTICO;S11141;Puglia;16;A;40.48902;18.000716
CERDA;S12200;Sicilia;14;A;37.953964;13.78447
SCIARA A.;S12201;Sicilia;14;A;37.903207;13.774128
CASTRONOVO DI SICILIA;S12206;Sicilia;14;A;37.681193;13.643028
CAMMARATA S.GIOVANNI GEMINI;S12207;Sicilia;14;A;37.653759;13.673791
ROCCAPALUMBA-ALIA;S12204;Sicilia;14;Roccapalumba-A.;37.793751;13.673628
LERCARA BASSA;S12205;Sicilia;14;A;37.737639;13.633053
LEVATE;S01611;Lombardia;1;A;45.626856;9.629984
MADIGNANO;S01610;Lombardia;1;A;45.34383;9.730179
STEZZANO;S01612;Lombardia;1;A;45.659219;9.645288
SIENA ZONA INDUSTRIALE;S06867;Toscana;13;A;43.26528;11.376652
QUERCIANELLA;S06728;Toscana;13;A;43.454922;10.37255
TORRE DEL LAGO PUCCINI;S06015;Toscana;13;A;43.826501;10.290287
CASTIGLIONCELLO;S06729;Toscana;13;A;43.404619;10.414354
PONTE A TRESSA;S06869;Toscana;13;A;43.250844;11.39617
PORTOMAGGIORE;S05802;Emilia Romagna;8;A;44.696699;11.799785
TORRE ANNUNZIATA CITTA';S09805;Campania;18;A;40.754069;14.448628
PRATOLA PELIGNA;S07700;Abruzzo;19;A;42.102423;13.876349
SAVIGNANO SUL RUBICONE;S05068;Emilia Romagna;8;A;44.095191;12.40421
SANTARCANGELO DI ROMAGNA;S05069;Emilia Romagna;8;A;44.070316;12.45454
CESENA;S05066;Emilia Romagna;8;Cesena;44.145449;12.24964
GAMBETTOLA;S05067;Emilia Romagna;8;A;44.116718;12.327555
FORLIMPOPOLI;S05065;Emilia Romagna;8;A;44.194165;12.128125
ARDORE;S11853;Calabria;17;A;38.175698;16.207311
MESTRINO;S02580;Veneto;12;A;45.457878;11.773859
PADOVA;S02581;Veneto;12;Padova;45.417846;11.880794
PONTE DI BRENTA;S02585;Veneto;12;A;45.429216;11.947734
VIGONZA PIANIGA;S02586;Veneto;12;A;45.442799;12.017977
DOLO;S02587;Veneto;12;A;45.453466;12.07161
MIRA MIRANO;S02588;Veneto;12;A;45.462943;12.118789
VENEZIA MESTRE;S02589;Veneto;12;Mestre;45.482123;12.232069
MASSAROSA BOZZANO;S06350;Toscana;13;A;43.855652;10.352022
BAGNOLO MELLA;S01901;Lombardia;1;A;45.428532;10.183617
S. ZENO FOLZANO;S01900;Lombardia;1;S. Zeno Folzano;45.491552;10.211683
VEROLANUOVA;S01903;Lombardia;1;A;45.324989;10.08388
MANERBIO;S01902;Lombardia;1;A;45.357212;10.132348
OLMENETA;S01905;Lombardia;1;Olmeneta;45.231099;10.03194
ROBECCO-PONTEVICO;S01904;Lombardia;1;A;45.266224;10.078593
MASSA CENTRO;S06009;Toscana;13;Massa Centro;44.023741;10.136041
BIVIO/PC ARCOLA;S06008;Liguria;2;A;44.074771;10.015803
PERI;S02052;Veneto;12;Peri;45.658402;10.900314
LA SPEZIA CENTRALE;S06000;Liguria;2;La Spezia;44.11141;9.813906
AVIO;S02050;Trentino Alto Adige;9;A;45.733892;10.955842
LA SPEZIA MARITTIMA;S06002;Liguria;2;A;44.110694;9.837445
CARRARA AVENZA;S06005;Toscana;13;A;44.051239;10.062927
LA SPEZIA MIGLIARINA;S06004;Liguria;2;A;44.123391;9.84028
SARZANA;S06007;Liguria;2;Sarzana;44.108865;9.960657
ARCOLA;S06006;Liguria;2;Arcola;44.118651;9.914649
BORGOLOMBARDO;S01830;Lombardia;1;A;45.403856;9.27111
CASARSA;S02830;Friuli Venezia Giulia;10;Casarsa;45.953002;12.8406
CODROIPO;S02831;Friuli Venezia Giulia;10;A;45.9657;12.976543
BASILIANO;S02832;Friuli Venezia Giulia;10;A;46.012737;13.109233
PITECCIO;S05116;Toscana;13;A;44.009786;10.9013
VALDIBRANA;S05117;Toscana;13;A;43.965434;10.909994
PIAN DI VENOLA;S05114;Emilia Romagna;8;A;44.332136;11.188609
NETTUNO;S08710;Lazio;5;Nettuno;41.459558;12.662123
MOLINO DEL PALLONE;S05112;Emilia Romagna;8;A;44.100128;10.961252
PRACCHIA;S05113;Toscana;13;A;44.05479;10.90691
PORRETTA  TERME;S05110;Emilia Romagna;8;Porretta Terme;44.155757;10.978039
CASALECCHIO GARIBALDI;S05111;Emilia Romagna;8;A;44.482995;11.272474
SAN MOMME`;S05118;Toscana;13;A;44.027999;10.914798
BIAGIONI LAGACCI;S05119;Emilia Romagna;8;A;44.086359;10.948257
FERRUZZANO;S11856;Calabria;17;A;38.016304;16.134486
TRIESTE CAMPO MARZIO;S03471;Friuli Venezia Giulia;10;A;45.645817;13.755161
MAJANO;S03051;Friuli Venezia Giulia;10;A;46.219372;13.066308
OSOPPO;S03050;Friuli Venezia Giulia;10;A;46.249011;13.084758
CORNINO;S03053;Friuli Venezia Giulia;10;A;46.220516;13.010581
PINZANO;S03055;Friuli Venezia Giulia;10;Pinzano;46.179217;12.950779
FORGARIA BAGNI ANDUINS;S03054;Friuli Venezia Giulia;10;A;46.203472;12.964109
RAIANO;S07600;Abruzzo;19;A;42.097931;13.80908
PRATOLA PELIGNA SUPERIORE;S07601;Abruzzo;19;A;42.080415;13.87223
BUCCINO S.;S09828;Campania;18;A;40.600806;15.374199
ROMAGNANO V.;S09829;Campania;18;Romagnano V.;40.610041;15.447651
CAMPOFRANCO;S12211;Sicilia;14;A;37.510105;13.686777
SICIGNANO DEGLI ALBURNI;S09827;Campania;18;A;40.605454;15.290904
AGRIGENTO BASSA;S12213;Sicilia;14;Agrigento Bassa;37.319148;13.588094
COMITINI;S12212;Sicilia;14;A;37.423806;13.6528
MONTECORVINO;S09822;Campania;18;A;40.617439;14.944628
PORTO EMPEDOCLE;S12214;Sicilia;14;Porto Empedocle;37.291539;13.537862
AGRIGENTO CENTRALE;S12216;Sicilia;14;Agrigento C.le;37.309051;13.584412
CARSOLI;S08519;Abruzzo;19;Carsoli;42.09578;13.080388
ORICOLA-PERETO;S08518;Abruzzo;19;A;42.067835;13.044214
VICOVARO;S08511;Lazio;5;A;42.010183;12.888294
CASTEL MADAMA;S08510;Lazio;5;A;41.988389;12.864938
MANDELA-SAMBUCI;S08512;Lazio;5;A;42.016212;12.921976
ROVIANO;S08515;Lazio;5;A;42.026476;12.991119
RIOFREDDO;S08517;Lazio;5;A;42.060704;13.021419
ARSOLI;S08516;Lazio;5;A;42.045852;13.013064
MAGLIANO CRAVA MOROZZO;S00951;Piemonte;3;A;44.445259;7.777852
TRINITA` BENE VAGIENNA;S00950;Piemonte;3;A;44.504656;7.752647
VICOFORTE SAN MICHELE;S00953;Piemonte;3;A;44.37404;7.894687
MONDOVI`;S00952;Piemonte;3;Mondovi';44.398255;7.816339
LESEGNO;S00954;Piemonte;3;A;44.385891;7.94266
LAURIANO;S00421;Piemonte;3;A;45.160761;7.998531
S.SEBASTIANO PO;S00420;Piemonte;3;A;45.167102;7.953781
CAVAGNOLO BRUSASCO;S00423;Piemonte;3;A;45.153655;8.047534
MONTEU DA PO;S00422;Piemonte;3;A;45.158353;8.022925
COCCONATO;S00425;Piemonte;3;A;45.082926;8.070145
BROZOLO;S00424;Piemonte;3;A;45.121299;8.05893
CUNICO SCANDELUZZA;S00427;Piemonte;3;A;45.036947;8.11007
MONTIGLIO MURISENGO;S00426;Piemonte;3;A;45.067664;8.106913
CHIUSANO COSSOMBRONE;S00429;Piemonte;3;A;44.985034;8.128822
MONTECHIARO D`ASTI;S00428;Piemonte;3;A;44.999849;8.10982
MADONNA DI CASTRO;S12853;Sardegna;20;A;40.672018;9.046014
GOLFO ARANCI;S12852;Sardegna;20;Golfo Aranci;40.997261;9.62471
CALA SABINA;S12851;Sardegna;20;A;41.011012;9.5881
GOLFO ARANCI MARITTIMA;S12850;Sardegna;20;Golfo Aranci Marittima;40.995775;9.623843
MONTI TELTI;S12857;Sardegna;20;A;40.829632;9.322814
ENAS;S12856;Sardegna;20;A;40.85706;9.431095
OLBIA;S12855;Sardegna;20;Olbia;40.924595;9.498293
MARINELLA;S12854;Sardegna;20;A;40.999129;9.55362
BERCHIDDA;S12859;Sardegna;20;A;40.772052;9.181312
R.C.AEROPORTO;S11866;Calabria;17;A;38.073039;15.642301
CASTIGLIONE IN TEVERINA;S08205;Umbria;6;A;42.648544;12.234913
BASCHI-MONTECCHIO;S08204;Umbria;6;Baschi;42.68685;12.203496
ATTIGLIANO;S08207;Umbria;6;Attigliano;42.518054;12.294761
ALVIANO;S08206;Umbria;6;A;42.591917;12.259583
FABRO-FICULLE;S08201;Umbria;6;A;42.874851;12.04123
CITTA` DELLA PIEVE;S08200;Umbria;6;Citta` della Pieve;42.936221;11.971127
ORVIETO;S08203;Umbria;6;Orvieto;42.723379;12.127412
ALLERONA-CASTEL VISCARDO;S08202;Umbria;6;Allerona;42.78502;12.035236
BRANCALEONE;S11857;Calabria;17;A;37.965475;16.103301
ORTE;S08209;Lazio;5;Orte;42.43728;12.408986
BASSANO IN TEVERINA;S08208;Umbria;6;Bassano;42.483551;12.333556
REVIGLIONE DI SOMMA VESUVIANA;S09762;Campania;18;A;40.872234;14.482833
S.SILVESTRO;S00173;Piemonte;3;A;45.19366;8.148095
CRESCENTINO;S00172;Piemonte;3;A;45.194302;8.107175
BORGO REVEL;S00171;Piemonte;3;A;45.189827;8.02021
VEROLENGO;S00170;Piemonte;3;A;45.193107;7.969511
MORANO SUL PO;S00177;Piemonte;3;A;45.170793;8.366168
TRINO VERCELLESE;S00176;Piemonte;3;A;45.190066;8.294093
PALAZZOLO VERCELLESE;S00175;Piemonte;3;A;45.189004;8.232787
FONTANETTO PO;S00174;Piemonte;3;A;45.191238;8.188697
CASALE POPOLO;S00179;Piemonte;3;Casale Popolo;45.160434;8.44055
BALZOLA;S00178;Piemonte;3;A;45.173985;8.402174
GIZZERIA LIDO;S11748;Calabria;17;A;38.933446;16.212563
LAMEZIA TERME CENTRALE;S11749;Calabria;17;Lamezia Terme;38.921347;16.255577
PINEROLO OLIMPICA;S00082;Piemonte;3;A;44.893325;7.349043
ARTEGNA;S03021;Friuli Venezia Giulia;10;A;46.23115;13.162328
PORTO D`ASCOLI;S07514;Marche;11;Porto d`Ascoli;42.912792;13.896813
UDINE;S03026;Friuli Venezia Giulia;10;Udine;46.055791;13.242003
PIAZZA AMEDEO;S09106;Campania;18;A;40.838506;14.232974
SESSA AURUNCA R.;S09000;Campania;18;A;41.1955;13.8761
LAGONEGRO;S09911;Basilicata;15;A;40.120325;15.7627
CANCELLO ARNONE;S09002;Campania;18;A;41.063369;14.02901
VILLA LITERNO;S09003;Campania;18;Villa Literno;41.004956;14.06753
ALBANOVA;S09004;Campania;18;A;40.996117;14.128596
BOGLIASCO;S04709;Liguria;2;A;44.379207;9.066042
AVERSA;S09006;Campania;18;Aversa;40.973323;14.218578
S.ANTIMO S.ARPINO;S09007;Campania;18;A;40.949188;14.247415
GENOVA QUARTO DEI MILLE;S04704;Liguria;2;A;44.388607;8.99597
GENOVA QUINTO AL MARE;S04705;Liguria;2;A;44.385184;9.020514
GENOVA NERVI;S04707;Liguria;2;A;44.381271;9.039895
GENOVA P.PRINCIPE;S04700;Liguria;2;Genova;44.417784;8.9207
GENOVA P. PRINCIPE SOTTERRANEA;S04701;Liguria;2;A;44.414803;8.918041
GENOVA BRIGNOLE;S04702;Liguria;2;A;44.407213;8.947553
GENOVA STURLA;S04703;Liguria;2;A;44.397977;8.981466
P.M.VAT;S03032;Friuli Venezia Giulia;10;P.M.Vat.;46.092872;13.247412
LUINO;S01113;Lombardia;1;Luino;45.996643;8.737464
PORTO VALTRAVAGLIA;S01116;Lombardia;1;A;45.958219;8.674141
CALDE`;S01117;Lombardia;1;A;45.945812;8.663157
LAVENO MOMBELLO;S01118;Lombardia;1;Laveno Mombello;45.903272;8.624583
PARATICO SARNICO;S01620;Lombardia;1;Paratico S.;45.662478;9.961417
CAPRIOLO;S01622;Lombardia;1;A;45.64556;9.933806
CASTELNUOVO BERARDENGA;S06812;Toscana;13;A;43.306882;11.484912
ASCIANO;S06813;Toscana;13;Asciano;43.235245;11.579237
ARBIA;S06811;Toscana;13;A;43.294393;11.406225
S.GIOVANNI D`ASSO;S06816;Toscana;13;A;43.153292;11.593803
TORRENIERI;S06817;Toscana;13;A;43.086602;11.552385
LUCCA;S06404;Toscana;13;Lucca;43.837186;10.506069
CASTELFIORENTINO;S06802;Toscana;13;A;43.60542;10.968048
SOMMA LOMBARDO;S01028;Lombardia;1;A;45.686423;8.712991
CASORATE SEMPIONE;S01029;Lombardia;1;A;45.675075;8.743954
SESTO CALENDE;S01026;Lombardia;1;Sesto Calende;45.726241;8.628135
VERGIATE;S01027;Lombardia;1;A;45.717119;8.693187
DORMELLETTO;S01025;Piemonte;3;A;45.7233;8.581906
RIMINI;S05071;Emilia Romagna;8;Rimini;44.064176;12.574093
ARONA;S01020;Piemonte;3;Arona;45.755392;8.559075
F00017;F00017;Toscana;13;F00017;43.211682;12.159119
BRESSANA ARGINE;S01930;Lombardia;1;A;45.072739;9.137038
PINAROLO PO;S01931;Lombardia;1;A;45.073415;9.170273
BARBIANELLO;S01932;Lombardia;1;A;45.07263;9.204165
SARONNO;S01933;Lombardia;1;Saronno;45.625309;9.030839
PONTE D`ADIGE;S02225;Trentino Alto Adige;9;A;46.485444;11.297719
SETTEQUERCE;S02224;Trentino Alto Adige;9;A;46.508448;11.264785
BOLZANO SUD ;S02226;Trentino Alto Adige;9;A;46.472617;11.33334
VENEZIA SANTA LUCIA;S02593;Veneto;12;Venezia;45.441569;12.320882
VENEZIA PORTO MARGHERA;S02592;Veneto;12;A;45.472381;12.256536
TERLANO-ANDRIANO;S02223;Trentino Alto Adige;9;A;46.528517;11.248394
VILPIANO-NALLES;S02222;Trentino Alto Adige;9;A;46.554251;11.220143
CASTELLINA CH;S06808;Toscana;13;A;43.408744;11.212379
NUSCO;S09614;Campania;18;A;40.872272;15.095642
PM PANICALE SANFATUCCHIO;S06924;Umbria;6;A;43.065535;12.056347
CHIUSI C.T.;S06925;Toscana;13;Chiusi C.T.;43.002466;11.957893
TERONTOLA CORTONA;S06922;Toscana;13;Terontola;43.210263;12.007906
CASTIGLION DEL LAGO;S06923;Umbria;6;Castigl. del Lago;43.123195;12.032077
CASTIGLION FIORENTINO;S06920;Toscana;13;A;43.34075;11.914362
CAMUCIA CORTONA;S06921;Toscana;13;A;43.261104;11.971245
LIONI;S09616;Campania;18;A;40.874869;15.186324
ALA;S02049;Trentino Alto Adige;9;A;45.760087;10.996775
SERRAVALLE;S02048;Trentino Alto Adige;9;A;45.808184;11.014942
ROVERETO;S02044;Trentino Alto Adige;9;Rovereto;45.890985;11.033518
RHO;S01037;Lombardia;1;Rho;45.523813;9.043563
LOCATE TRIULZI;S01801;Lombardia;1;A;45.35973;9.221398
VILLAMAGGIORE;S01802;Lombardia;1;A;45.32045;9.190674
CERTOSA DI PAVIA;S01803;Lombardia;1;A;45.256927;9.154456
CAVA MANARA;S01804;Lombardia;1;A;45.144867;9.115332
BRESSANA BOTTARONE;S01805;Lombardia;1;Bressana B.;45.086298;9.110602
LUNGAVILLA;S01806;Lombardia;1;A;45.049837;9.068968
VOGHERA;S01807;Lombardia;1;Voghera;44.9978;9.007942
PONTECURONE;S01809;Piemonte;3;A;44.962014;8.929717
MAROTTA MONDOLFO;S07107;Marche;11;A;43.769748;13.137273
MARZABOTTO;S05105;Emilia Romagna;8;A;44.341237;11.207351
SASSO MARCONI;S05104;Emilia Romagna;8;A;44.394939;11.254333
VERGATO;S05107;Emilia Romagna;8;A;44.282723;11.114386
PIOPPE DI SALVARO;S05106;Emilia Romagna;8;A;44.310761;11.161785
CASALECCHIO DI RENO;S05101;Emilia Romagna;8;A;44.474298;11.276097
BOLOGNA BORGO PANIGALE;S05100;Emilia Romagna;8;A;44.515024;11.284728
PONTECCHIO MARCONI;S05103;Emilia Romagna;8;A;44.42294;11.26919
CASTELDEBOLE;S05102;Emilia Romagna;8;A;44.503974;11.27456
SILLA;S05109;Emilia Romagna;8;A;44.177652;10.980635
RIOLA;S05108;Emilia Romagna;8;A;44.229851;11.053592
BORGHETTO PARMENSE;S06100;Emilia Romagna;8;A;44.837198;10.1177
NOCETO;S06101;Emilia Romagna;8;A;44.809934;10.147258
MEDESANO;S06102;Emilia Romagna;8;A;44.749265;10.140335
FELEGARA - S.ANDREA BAGNI;S06103;Emilia Romagna;8;A;44.724809;10.114523
CROTONE;S11823;Calabria;17;Crotone;39.0845;17.108418
CRUCOLI;S11819;Calabria;17;A;39.449588;17.040718
MARZAMEMI;S12444;Sicilia;14;A;36.7309;15.111238
PACHINO;S12445;Sicilia;14;A;36.710144;15.094661
PIETRAPAOLA;S11816;Calabria;17;A;39.540121;16.860819
MANDATORICCIO CAMPANA;S11817;Calabria;17;A;39.525442;16.893125
MIRTO CROSIA;S11814;Calabria;17;A;39.604876;16.777366
CALOPEZZATI;S11815;Calabria;17;A;39.579022;16.819361
SPADAFORA;S12048;Sicilia;14;A;38.221922;15.377196
ROMETTA MESSINESE;S12049;Sicilia;14;A;38.228455;15.405894
S.FILIPPO-S.LUCIA;S12044;Sicilia;14;A;38.198143;15.288334
PACE DEL MELA;S12045;Sicilia;14;A;38.202459;15.312676
VENETICO;S12047;Sicilia;14;A;38.216502;15.367076
TERME VIGLIATORE;S12040;Sicilia;14;A;38.133588;15.164396
COLICO;S01420;Lombardia;1;Colico;46.138019;9.375222
MILAZZO;S12042;Sicilia;14;A;38.21195;15.244203
ROSSANO;S11813;Calabria;17;A;39.603005;16.640859
SCARLINO;S06035;Toscana;13;A;42.942002;10.836798
GAVORRANO;S06036;Toscana;13;A;42.947959;10.9338
GIUNCARICO;S06037;Toscana;13;A;42.915473;11.008362
S. VINCENZO;S06030;Toscana;13;A;43.100366;10.539823
CAMPIGLIA MARITTIMA;S06031;Toscana;13;Campiglia Maritt.;43.017118;10.586558
VIGNALE RIOTORTO;S06032;Toscana;13;A;42.967587;10.667255
FOLLONICA;S06033;Toscana;13;A;42.926687;10.755775
X;S00000;N/A;0;N/A;0;0
MONTEPESCALI;S06038;Toscana;13;Montepescali;42.869518;11.068743
GROSSETO;S06039;Toscana;13;Grosseto;42.76728;11.1065
SCURCOLA MARSICANA;S08524;Abruzzo;19;A;42.053136;13.344374
TRIESTE CENTRALE;S03317;Friuli Venezia Giulia;10;Trieste;45.657456;13.771873
TORRE MELISSA;S11821;Calabria;17;A;39.304391;17.108402
GRIGNANO;S03315;Friuli Venezia Giulia;10;A;45.713308;13.710255
SISTIANA;S03312;Friuli Venezia Giulia;10;A;45.774903;13.645832
BIVIO D`AURISINA;S03313;Friuli Venezia Giulia;10;Bivio d`Aurisina;45.754253;13.655777
MONFALCONE;S03310;Friuli Venezia Giulia;10;Monfalcone;45.807683;13.542929
VILLA SAN SEBASTIANO;S08523;Abruzzo;19;A;42.049331;13.308271
TITO;S09834;Basilicata;15;A;40.607321;15.698194
MERCATELLO;S09837;Campania;18;A;40.606491;15.38979
BELLA MURO;S09831;Basilicata;15;A;40.700914;15.542936
PONTE DI NONA;S08529;Lazio;5;A;42.061563;13.581585
CONFINE ITALO/SLOVENO;S03318;Friuli Venezia Giulia;10;A;45.922748;13.626923
BARAGIANO;S09832;Basilicata;15;A;40.695213;15.569206
AVIANO;S03087;Friuli Venezia Giulia;10;A;46.064362;12.590686
MANIAGO;S03084;Friuli Venezia Giulia;10;A;46.170057;12.714527
MONTEREALE VALCELLINA;S03085;Friuli Venezia Giulia;10;A;46.148009;12.658923
MEDUNO;S03082;Friuli Venezia Giulia;10;A;46.200678;12.80282
FANNA - CAVASSO;S03083;Friuli Venezia Giulia;10;A;46.187072;12.7707
CANEGRATE;S01034;Lombardia;1;A;45.569235;8.926593
VISONE;S04100;Piemonte;3;A;44.661951;8.500198
BUDOIA POLCENIGO;S03088;Friuli Venezia Giulia;10;A;46.031464;12.537637
SACILE SAN LIBERALE;S03089;Friuli Venezia Giulia;10;A;45.959155;12.514778
CIRO';S11820;Calabria;17;A;39.368701;17.116997
MINERVINO MURGE;S11403;Puglia;16;A;41.081788;16.074974
VANZAGO POGLIANO;S01036;Lombardia;1;A;45.525216;8.995531
CANNE DELLA BATTAGLIA;S11406;Puglia;16;A;41.294583;16.146169
PETINA;S09901;Campania;18;A;40.560347;15.389298
GALDO;S09900;Campania;18;A;40.569272;15.355627
POLLA;S09903;Campania;18;A;40.512921;15.497238
AULETTA;S09902;Campania;18;A;40.534934;15.426706
LEGNANO;S01033;Lombardia;1;A;45.593653;8.910638
SASSANO TEGGIANO;S09907;Campania;18;A;40.368687;15.604818
SALA CONSILINA;S09906;Campania;18;A;40.405144;15.576057
MONTESANO BUONABITACOLO;S09909;Campania;18;A;40.286725;15.653794
PADULA;S09908;Campania;18;A;40.335142;15.629921
OLEGGIO;S00984;Piemonte;3;Oleggio;45.598029;8.632586
BELLINZAGO;S00985;Piemonte;3;A;45.566681;8.627652
VARALLO POMBIA;S00982;Piemonte;3;A;45.670032;8.620047
MARANO TICINO;S00983;Piemonte;3;A;45.629485;8.626172
DORMELLETTO PAESE;S00980;Piemonte;3;A;45.730032;8.574324
BORGO TICINO;S00981;Piemonte;3;A;45.691943;8.602483
MOJO-ALCANTARA MALVAGNA;S12363;Sicilia;14;A;37.896949;15.050228
NUOVO SALARIO;S08231;Lazio;5;A;41.956195;12.510317
FIDENE;S08235;Lazio;5;A;41.979773;12.508451
ROMA NOMENTANA L.L.;S08236;Lazio;5;A;41.932935;12.523628
CIVITAVECCHIA VIALE DELLA VITTORIA;S08024;Lazio;5;A;42.086518;11.800599
PORTO S. ELPIDIO;S07507;Marche;11;A;43.256855;13.760749
CIVITANOVA MARCHE;S07506;Marche;11;Civitanova;43.3091;13.7257
POTENZA PICENA MONTELUPONE;S07505;Marche;11;A;43.36991;13.59265
PORTO RECANATI;S07504;Marche;11;A;43.433726;13.661464
LORETO;S07503;Marche;11;A;43.448376;13.620455
OSIMO CASTELFIDARDO;S07502;Marche;11;A;43.497033;13.547263
VARANO;S07500;Marche;11;A;43.574729;13.523436
MARINA DI MARATEA;S11724;Basilicata;15;A;39.959512;15.735953
BIVIO SETTIMO;S11755;Calabria;17;Bivio Settimo;39.381416;16.222002
VIBO MARINA;S11754;Calabria;17;A;38.713731;16.120199
BRIATICO;S11757;Calabria;17;A;38.725447;16.025765
BIVIO PANTANI;S11751;Calabria;17;A;39.346697;16.046631
S.PIETRO A MAIDA;S11750;Calabria;17;A;38.867817;16.276306
PIZZO;S11753;Calabria;17;A;38.726323;16.150615
FRANCAVILLA ANGITOLA F.;S11752;Calabria;17;A;38.778074;16.215215
PARGHELIA;S11759;Calabria;17;A;38.683341;15.925042
ZAMBRONE;S11758;Calabria;17;A;38.712738;15.976204
MONCALVO;S00340;Piemonte;3;A;45.059463;8.261905
PENANGO;S00341;Piemonte;3;A;45.032254;8.235138
TONCO ALFIANO;S00342;Piemonte;3;A;45.012659;8.216858
CASTELL`ALFERO;S00343;Piemonte;3;A;44.986347;8.220882
PORTACOMARO;S00344;Piemonte;3;A;44.957169;8.224345
ISOLA D`ASTI;S00347;Piemonte;3;A;44.830605;8.175113
COSTIGLIOLE (MOTTA DI);S00348;Piemonte;3;A;44.807559;8.145712
SALICETO;S00744;Piemonte;3;A;44.404437;8.172887
CENGIO;S00745;Liguria;2;A;44.390798;8.191824
ROCCACIGLIE`;S00740;Piemonte;3;A;44.425831;7.95274
